,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,SbjNum,NSE,NSEv1,NSEv2,edad,edadx,DNI,sexo,dep,prov,dist,zona,region,ambito,edu,edu2,ocupa,ocupa2,p01,p01otro,p02,p03,p04,p05_1,p05_2,p05_3,p05_4,p06_1,p06_2,p06_3,p06_4,p06_5,p06_6,p06_7,p06_8,p06_9,p06_10,p07,p07otro,p08,p08otro,p11,p12,p12a,p13,p13a,p15_1,p15_2,p15_3,p15_4,PONDERADOR,PERCENTAGE,periodo
336,336,336,336,160600640,NSE B1,NSE B,NSE A/B,54,De 40 a más años,SI,Hombre,La Libertad,Virú,131201,Norte,1,Peru urbano,Superior técnico completa,Educacion superior,-1,-1,Economia, ,Aprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Las leyes que han hecho en estos meses son buenas, ,"No les interesa la gente, solo piensan en ellos", ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Aprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
337,337,337,337,160600684,NSE C2,NSE C,NSE C,37,De 25 a 39 años,SI,Hombre,La Libertad,Trujillo,130104,Norte,1,Peru rural,Secundaria incompleta,Educacion Basica,-1,-1,Economia, ,Desaprueba,99,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,NS/NP, ,NS/NP, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,NS/NP, ,Muy probable,Muy probable,Muy probable,Muy probable,1.3137,0.10857590105931136,NOVIEMBRE 2021
338,338,338,338,160600792,NSE C1,NSE C,NSE C,44,De 40 a más años,SI,Mujer,Lima,Lima,150142,Lima Metropolitana,1,Lima Metropolitana,Secundaria incompleta,Educacion Basica,-1,-1,Economia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,NS/NP,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Fizcalizan bien a los ministros, ,"No les interesa la gente, solo piensan en ellos", ,"En marzo todos deberían regresar a clases presenciales, sin excepción",No,Aprueba,Derecha,Derecha,NS/NP,NS/NP,Nada probable,Nada probable,1.2815,0.10591460547119395,NOVIEMBRE 2021
339,339,339,339,160601009,NSE E,NSE E,NSE D/E,46,De 40 a más años,SI,Mujer,San Martín,Picota,220701,Selva,3,Peru rural,Primaria incompleta,Educacion Basica,-1,-1,Empleo,LA FALTA DE TRABAJO,Aprueba,Se mantendrá igual los cinco años de su gobierno,Durará cinco años como presidente,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,NS/NP, ,"No les interesa la gente, solo piensan en ellos", ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,Izquierda,Izquierda,Nada probable,Muy probable,Muy probable,Muy probable,1.3551,0.11199756681546229,NOVIEMBRE 2021
340,340,340,340,160601152,NSE B2,NSE B,NSE A/B,62,De 40 a más años,SI,Mujer,Lima,Lima,150101,Lima Metropolitana,1,Lima Metropolitana,Superior universitaria incompleta,Educacion superior,-1,-1,Falta de transparencia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Aprueba,NS/NP,Aprueba,Aprueba,Aprueba,NS/NP,NS/NP,Aprueba,NS/NP,No conoce,NS/NP,No conoce,NS/NP,NS/NP,Controlan las acciones del Presidente Castillo, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Centro,Centro,Muy probable,Muy probable,Nada probable,Muy probable,0.659,0.054465645731967854,NOVIEMBRE 2021
341,341,341,341,160601177,NSE B2,NSE B,NSE A/B,43,De 40 a más años,SI,Hombre,Lima,Lima,150114,Lima Metropolitana,1,Lima Metropolitana,Superior universitaria completa,Educacion superior,-1,-1,Corrupcion, ,NS/NP,Se mantendrá igual los cinco años de su gobierno,Durará cinco años como presidente,Aprueba,NS/NP,Desaprueba,Desaprueba,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Controlan las acciones del Presidente Castillo, ,"No les interesa la gente, solo piensan en ellos", ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Algo probable,0.6874,0.05681287538111488,NOVIEMBRE 2021
342,342,342,342,160601290,NSE D,NSE D,NSE D/E,51,De 40 a más años,SI,Hombre,La Libertad,Pacasmayo,130704,Norte,1,Peru urbano,Secundaria incompleta,Educacion Basica,-1,-1,Inestabilidad política, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Controlan las acciones del Presidente Castillo, ,Ahorran y no malgastan su presupuesto, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Algo probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
343,343,343,343,160601521,NSE D,NSE D,NSE D/E,68,De 40 a más años,SI,Hombre,Cajamarca,San Ignacio,60906,Selva,3,Peru urbano,Secundaria completa,Educacion Basica,-1,-1,Inestabilidad política, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Fizcalizan bien a los ministros, ,La falta de gente capacitada, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",No,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
344,344,344,344,160601766,NSE B2,NSE B,NSE A/B,65,De 40 a más años,SI,Hombre,Lima,Lima,150103,Lima Metropolitana,1,Lima Metropolitana,Secundaria completa,Educacion Basica,-1,-1,Falta de transparencia, ,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Controlan las acciones del Presidente Castillo, ,No dejan gobernar al ejecutivo, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,Derecha,Derecha,Nada probable,Poco probable,NS/NP,Poco probable,0.6874,0.05681287538111488,NOVIEMBRE 2021
345,345,345,345,160601778,NSE D,NSE D,NSE D/E,22,De 18 a 24 años,SI,Hombre,San Martín,Rioja,220804,Selva,3,Peru urbano,Superior técnico incompleta,Educacion superior,-1,-1,Covid19/pandemia,LA PANDEMIA,NS/NP,Empeorará en los próximos meses,No terminará su gobierno,NS/NP,NS/NP,Desaprueba,Desaprueba,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,NS/NP,No tiene nada positivo, ,"No les interesa la gente, solo piensan en ellos", ,El próximo año deberían mantenerse clases virtuales y no presenciales,No,Desaprueba,Derecha,Derecha,Algo probable,Algo probable,Algo probable,Algo probable,0.8779,0.07255749679528768,NOVIEMBRE 2021
346,346,346,346,160601821,NSE C1,NSE C,NSE C,41,De 40 a más años,SI,Hombre,Cajamarca,Celendín,60301,Norte,2,Peru urbano,Superior universitaria incompleta,Educacion superior,-1,-1,Otro,LA PRENSA PORUE MAL INFORMA,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,"No les interesa la gente, solo piensan en ellos", ,"En marzo todos deberían regresar a clases presenciales, sin excepción",No,Desaprueba,Centro,Centro,Muy probable,Muy probable,Algo probable,Muy probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
347,347,347,347,160601911,NSE A2,NSE A,NSE A/B,33,De 25 a 39 años,SI,Mujer,Cusco,Cusco,80101,Sur,2,Peru urbano,Posgrado universitario,Educacion superior,-1,-1,Corrupcion, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Las leyes que han hecho en estos meses son buenas, ,"No les interesa la gente, solo piensan en ellos", ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Desaprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,0.8417,0.06956560548193831,NOVIEMBRE 2021
348,348,348,348,160601969,NSE C1,NSE C,NSE C,20,De 18 a 24 años,SI,Mujer,Lima,Lima,150142,Lima Metropolitana,1,Lima Metropolitana,Secundaria completa,Educacion Basica,-1,-1,Corrupcion, ,NS/NP,Mejorará en los próximos meses,Durará cinco años como presidente,Desaprueba,NS/NP,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,No tiene nada positivo, ,No dejan gobernar al ejecutivo, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Centro,Centro,Muy probable,Muy probable,Algo probable,Poco probable,1.191,0.09843487718782051,NOVIEMBRE 2021
349,349,349,349,160602000,NSE B1,NSE B,NSE A/B,18,De 18 a 24 años,SI,Hombre,San Martín,Moyobamba,220101,Selva,3,Peru urbano,Secundaria completa,Educacion Basica,-1,-1,Inseguridad, ,Desaprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Las leyes que han hecho en estos meses son buenas, ,La falta de gente capacitada, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,Derecha,Derecha,Algo probable,Algo probable,Poco probable,Muy probable,0.8779,0.07255749679528768,NOVIEMBRE 2021
350,350,350,350,160602030,NSE D,NSE D,NSE D/E,19,De 18 a 24 años,SI,Mujer,Lima,Lima,150108,Lima Metropolitana,1,Lima Metropolitana,Secundaria completa,Educacion Basica,-1,-1,Economia, ,NS/NP,Se mantendrá igual los cinco años de su gobierno,Durará cinco años como presidente,NS/NP,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Las leyes que han hecho en estos meses son buenas, ,"No les interesa la gente, solo piensan en ellos", ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Aprueba,Izquierda,Izquierda,Muy probable,Algo probable,Muy probable,Muy probable,1.5919,0.1315688337491952,NOVIEMBRE 2021
351,351,351,351,160602077,NSE B1,NSE B,NSE A/B,42,De 40 a más años,SI,Mujer,Lima,Lima,150107,Lima Metropolitana,1,Lima Metropolitana,Superior técnico incompleta,Educacion superior,-1,-1,Economia, ,Desaprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Fizcalizan bien a los ministros, ,"No les interesa la gente, solo piensan en ellos", ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Algo probable,0.659,0.054465645731967854,NOVIEMBRE 2021
352,352,352,352,160602080,NSE D,NSE D,NSE D/E,64,De 40 a más años,SI,Hombre,La Libertad,Virú,131202,Norte,1,Peru urbano,Primaria incompleta,Educacion Basica,-1,-1,Empleo, ,Desaprueba,Mejorará en los próximos meses,NS/NP,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Fizcalizan bien a los ministros, ,No dejan gobernar al ejecutivo,MUCHA CONFRONTACION Y ESO NO ESTA CORRECTO,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,NS/NP,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
353,353,353,353,160602361,NSE E,NSE E,NSE D/E,24,De 18 a 24 años,SI,Mujer,Piura,Piura,200115,Norte,1,Peru urbano,Secundaria incompleta,Educacion Basica,-1,-1,Empleo, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,No tiene nada positivo, ,Ahorran y no malgastan su presupuesto, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Izquierda,Izquierda,Algo probable,Muy probable,Algo probable,Muy probable,0.8416,0.06955734058880751,NOVIEMBRE 2021
354,354,354,354,160602386,NSE B1,NSE B,NSE A/B,52,De 40 a más años,SI,Hombre,Piura,Talara,200701,Norte,1,Peru urbano,Superior técnico completa,Educacion superior,-1,-1,Inseguridad, ,NS/NP,Mejorará en los próximos meses,No terminará su gobierno,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,Desaprueba,No conoce,Aprueba,NS/NP,Desaprueba,Desaprueba,No tiene nada positivo, ,"No les interesa la gente, solo piensan en ellos", ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Izquierda,Izquierda,Muy probable,Muy probable,Muy probable,Muy probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
355,355,355,355,160602396,NSE D,NSE D,NSE D/E,31,De 25 a 39 años,SI,Mujer,Ayacucho,La Mar,50501,Sur,2,Peru urbano,Superior técnico completa,Educacion superior,-1,-1,Economia, ,NS/NP,99,Durará cinco años como presidente,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Aprueba,No tiene nada positivo, ,"No les interesa la gente, solo piensan en ellos", ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Centro,Centro,Nada probable,Nada probable,Nada probable,Nada probable,0.8417,0.06956560548193831,NOVIEMBRE 2021
356,356,356,356,160602418,NSE E,NSE E,NSE D/E,50,De 40 a más años,SI,Mujer,Áncash,Casma,20804,Norte,1,Peru rural,Secundaria incompleta,Educacion Basica,-1,-1,Desigualdad, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Controlan las acciones del Presidente Castillo, ,Ahorran y no malgastan su presupuesto, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,1.3551,0.11199756681546229,NOVIEMBRE 2021
357,357,357,357,160602552,NSE E,NSE E,NSE D/E,73,De 40 a más años,SI,Mujer,Lambayeque,Chiclayo,140120,Norte,1,Peru rural,Primaria completa,Educacion Basica,-1,-1,Inseguridad, ,Aprueba,Empeorará en los próximos meses,No terminará su gobierno,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,No dejan gobernar al ejecutivo, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Izquierda,Izquierda,Muy probable,Muy probable,Muy probable,Muy probable,1.3551,0.11199756681546229,NOVIEMBRE 2021
358,358,358,358,160602660,NSE A1,NSE A,NSE A/B,40,De 40 a más años,SI,Hombre,Lima,Lima,150135,Lima Metropolitana,1,Lima Metropolitana,Superior universitaria completa,Educacion superior,-1,-1,Economia, ,Desaprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Desaprueba,NS/NP,Desaprueba,Aprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,Desaprueba,Aprueba,Aprueba,Desaprueba,Fizcalizan bien a los ministros, ,No dejan gobernar al ejecutivo, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Derecha,Derecha,Algo probable,Muy probable,Muy probable,Muy probable,0.4352,0.035968814905238865,NOVIEMBRE 2021
359,359,359,359,160602687,NSE E,NSE E,NSE D/E,34,De 25 a 39 años,SI,Mujer,Lima,Lima,150123,Lima Metropolitana,1,Lima Metropolitana,Secundaria completa,Educacion Basica,-1,-1,Educacion, ,Aprueba,Mejorará en los próximos meses,Durará cinco años como presidente,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Aprueba,Fizcalizan bien a los ministros, ,"No les interesa la gente, solo piensan en ellos", ,"En marzo todos deberían regresar a clases presenciales, sin excepción",Sí,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,0.9977,0.08245883876598534,NOVIEMBRE 2021
360,360,360,360,160602886,NSE C2,NSE C,NSE C,32,De 25 a 39 años,SI,Mujer,Ayacucho,Huamanga,50101,Sur,2,Peru urbano,Superior técnico incompleta,Educacion superior,-1,-1,Economia, ,Desaprueba,Se mantendrá igual los cinco años de su gobierno,Durará cinco años como presidente,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No conoce,No conoce,No conoce,No conoce,No conoce,No conoce,No conoce,No conoce,No conoce,No conoce,No tiene nada positivo, ,"No les interesa la gente, solo piensan en ellos", ,El próximo año deberían mantenerse clases virtuales y no presenciales,NS/NP,Desaprueba,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,0.8417,0.06956560548193831,NOVIEMBRE 2021
361,361,361,361,160603096,NSE D,NSE D,NSE D/E,41,De 40 a más años,SI,Hombre,Ica,Ica,110101,Sur,1,Peru urbano,Superior universitaria incompleta,Educacion superior,-1,-1,Economia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,NS/NP,Desaprueba,Desaprueba,NS/NP,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Controlan las acciones del Presidente Castillo, ,Ahorran y no malgastan su presupuesto, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Aprueba,Centro,Centro,Algo probable,Muy probable,Algo probable,Poco probable,0.9446,0.07807018051353086,NOVIEMBRE 2021
362,362,362,362,160603276,NSE B1,NSE B,NSE A/B,27,De 25 a 39 años,SI,Mujer,Lima,Lima,150106,Lima Metropolitana,1,Lima Metropolitana,Superior universitaria completa,Educacion superior,-1,-1,Corrupcion, ,Desaprueba,Empeorará en los próximos meses,Durará cinco años como presidente,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,No tiene nada positivo, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,Desaprueba,Centro,Centro,Muy probable,Muy probable,Muy probable,Muy probable,0.6125,0.050622470426146156,NOVIEMBRE 2021
363,363,363,363,160603323,NSE B2,NSE B,NSE A/B,48,De 40 a más años,SI,Hombre,Lima,Lima,150134,Lima Metropolitana,1,Lima Metropolitana,Superior técnico completa,Educacion superior,-1,-1,Economia, ,Desaprueba,Empeorará en los próximos meses,No terminará su gobierno,Aprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Aprueba,Desaprueba,Fizcalizan bien a los ministros, ,La falta de gente capacitada, ,"En marzo todos deberían regresar a clases presenciales, sin excepción",No,Aprueba,Derecha,Derecha,Algo probable,Algo probable,Muy probable,Algo probable,0.6874,0.05681287538111488,NOVIEMBRE 2021
364,364,364,364,160603361,NSE D,NSE D,NSE D/E,60,De 40 a más años,SI,Mujer,San Martín,San Martín,220901,Selva,3,Peru urbano,Secundaria incompleta,Educacion Basica,-1,-1,Falta de transparencia, ,Desaprueba,Empeorará en los próximos meses,NS/NP,Desaprueba,NS/NP,Desaprueba,NS/NP,No conoce,No conoce,No conoce,No conoce,No conoce,No conoce,No conoce,No conoce,No conoce,No conoce,No tiene nada positivo, ,La falta de gente capacitada, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,No,NS/NP,Derecha,Derecha,Muy probable,Muy probable,Muy probable,Muy probable,0.9056,0.0748468721925191,NOVIEMBRE 2021
365,365,365,365,160603548,NSE C1,NSE C,NSE C,79,De 40 a más años,SI,Mujer,Puno,San Román,211101,Sur,2,Peru urbano,Secundaria completa,Educacion Basica,-1,-1,Desigualdad, ,NS/NP,Mejorará en los próximos meses,Durará cinco años como presidente,NS/NP,Aprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Desaprueba,Aprueba,Desaprueba,Desaprueba,No conoce,No tiene nada positivo, ,No dejan gobernar al ejecutivo, ,Debe haber un retorno gradual de acuerdo con las condiciones de los colegios,Sí,Desaprueba,Centro,Centro,Nada probable,Nada probable,Nada probable,Nada probable,0.9056,0.0748468721925191,NOVIEMBRE 2021
